51305883142,fcd,218,288
51305903360,cag,255,241
51305957610,aef,286,209
51305980684,bbe,98,72
51305981388,fda,186,258
51306006299,ffa,8,92
51306037658,cgc,115,225
51306057154,cbf,7,77
51306066811,adc,106,207
51306075663,bcc,65,157
51306076684,dge,75,100
51306093779,cbc,163,29
51306096778,dea,40,287
51306107726,fgd,209,43
51306129179,fef,286,259
51306211262,bdf,158,24
51306222872,agb,228,179
51306223687,cge,295,112
51306261170,dfb,237,236
51306265296,agc,83,54
51306284377,caa,196,25
51306289824,gbf,245,252
51306292759,dee,84,128
51306312488,dfg,110,166
51306321893,cge,106,97
51306338672,cgd,42,17
51306355604,gdc,103,188
51306359700,dbg,202,156
51306368432,cee,292,162
51306385334,agf,5,217
51306419404,add,222,229
51306427796,egg,263,212
51306447214,bfg,4,137
51306471805,bag,183,187
51306484711,cff,21,266
51306500052,egb,63,213
51306531894,eec,87,66
51306535946,eba,125,211
51306564246,dfd,3,158
51306574274,ega,95,202
51306593619,aff,122,248
51306601374,dfc,169,120
51306619842,gbd,249,141
51306625022,caf,247,21
51306646420,abe,119,224
51306655721,dff,147,189
51306657964,aea,299,104
51306674568,eef,36,140
51306677090,fca,244,218
51306744388,baf,130,64
51306776901,dbf,190,114
51306791422,bgd,173,193
51306796611,gfe,165,157
51306807359,daf,128,63
51306809280,dcf,104,160
51306811350,fag,284,293
51306812555,eca,118,231
51306818728,eea,242,298
51306848447,ccf,60,237
51306857677,fbc,77,236
51306864722,aad,113,40
51306903311,baf,239,60
51306905658,ggb,156,131
51306916118,bab,158,65
51306937244,fag,217,307
51306937316,edd,269,8
51306943794,dgg,51,60
51306966975,baa,155,11
51307025290,cdd,60,23
51307027318,gdb,166,110
51307082408,gge,152,10
51307095764,dfb,299,233
51307119835,fee,259,25
51307120466,cgf,195,67
51307125191,bgg,77,101
51307165044,efe,178,106
51307185849,fcb,260,83
51307201268,dae,195,321
51307202999,ecb,66,122
51307213206,bgc,198,78
51307214897,bcf,127,59
51307233989,eaa,266,175
51307249369,fcc,127,237
51307262809,dfa,22,129
51307268227,afc,109,232
51307278382,dgb,95,167
51307317954,gec,263,118
51307328425,gbg,87,65
51307330152,ddc,162,126
51307333552,fdd,37,300
51307336652,ceb,28,317
51307350220,efa,200,290
51307351297,bba,58,165
51307351459,afe,254,173
51307363092,cda,245,22
51307363318,ceg,205,10
51307364254,gee,194,248
51307366259,aag,276,192
51307372999,dba,216,152
51307375575,agd,276,213
51307377576,ddd,197,52
51307390314,cag,209,277
51307392298,dab,246,58
51307395344,gbg,263,75
51307404501,gaa,44,41
51307415080,ecg,239,79
51307419570,eeg,64,283
51307449912,eag,205,153
51307451443,gga,188,100
51307455137,fbg,47,203
51307494382,aef,61,240
51307513745,gbg,134,86
51307520206,eae,38,62
51307524276,fgf,295,14
51307532792,fgb,140,33
51307555035,adf,207,17
51307566765,fbb,132,146
51307587099,fge,231,83
51307589558,ccb,22,27
51307593643,ebe,175,217
51307601079,fgc,176,268
51307603762,cfg,261,46
51307620169,ebb,40,232
51307623406,gca,190,92
51307683293,gcg,80,76
51307695606,adg,250,138
51307728747,gca,141,82
51307734417,fba,196,181
51307738247,bge,48,72
51307742888,ceg,226,11
51307743615,bca,285,81
51307757129,dae,106,378
51307787534,aga,193,148
51307787593,cdg,92,52
51307789713,dda,17,223
51307836031,bga,157,213
51307868359,eae,154,53
51307880042,abg,299,257
51307913199,bbc,44,148
51307919656,aaf,187,27
51307940397,fde,262,36
51307950160,gcf,284,244
51307962074,bae,257,58
51307970011,dbe,192,148
51307992011,bdd,164,127
51307995225,ecg,157,83
51308002138,cab,195,89
51308018992,cgg,66,149
51308025660,gac,129,109
51308032161,cbe,143,233
51308036207,dbd,211,263
51308037398,gef,167,44
51308064454,bdb,286,9
51308066645,gdf,270,193
51308075029,dba,184,145
51308089040,geb,123,223
51308107957,dac,84,245
51308113706,cbd,44,220
51308173812,bfb,216,69
51308174106,adg,142,126
51308180116,fac,190,75
51308189636,bfa,21,14
51308198826,afe,220,164
51308200738,daa,103,220
51308229977,fec,128,62
51308244255,gdd,61,117
51308253718,cca,9,13
51308254547,fed,15,42
51308266130,adg,56,136
51308274821,aec,131,215
51308286566,dbc,195,224
51308292194,afd,67,225
51308294702,bcd,295,94
51308302493,gag,199,219
51308309994,dce,68,142
51308312221,gae,41,228
51308313128,fcc,175,208
51308313496,afb,122,234
51308318886,fea,233,240
51308344611,ebd,120,156
51308360401,afa,88,90
51308377761,gaf,33,49
51308381941,gcb,157,274
51308384932,fdf,65,16
51308389040,cde,207,145
51308405365,fff,38,127
51308419029,gbe,230,50
51308453727,fad,57,93
51308462947,bdb,222,8
51308465265,ega,177,187
51308474303,dcd,43,224
51308474777,ege,165,264
51308479541,fbb,223,132
51308502593,bec,224,109
51308504318,gfc,176,329
51308509314,deg,35,27
51308554389,cbd,138,184
51308635085,bfc,146,32
51308640574,bgc,280,91
51308641348,ggd,1,17
51308651053,fec,86,68
51308665905,eac,213,240
51308678959,ddb,64,129
51308682705,agc,184,62
51308686221,ecf,281,104
51308689192,ffc,57,117
51308699994,ded,198,283
51308705534,efb,228,21
51308707538,cgb,167,261
51308708893,ace,21,118
51308726939,fdb,125,76
51308727015,ede,294,57
51308733940,dff,269,164
51308772461,fcb,118,71
51308797522,bgb,120,115
51308807470,ffd,207,10
51308818215,dec,253,299
51308819034,acd,172,132
51308820001,aeg,34,170
51308830620,cfc,208,224
51308833385,gfc,47,355
51308851538,agb,258,150
51308854047,efd,119,220
51308862569,gbc,40,33
51308871839,ged,289,289
51308886055,gfa,50,251
51308902777,gbf,110,224
51308931053,fga,232,267
51308940543,bfg,156,142
51308942341,bfd,26,162
51308956341,gad,111,146
51308963717,ded,272,288
51308966225,dae,194,400
51308993253,cga,250,229
51309000619,ada,115,152
51309015857,gdg,202,153
51309041146,eed,155,211
51309041973,ggg,121,147
51309124863,acc,219,297
51309153369,edg,230,217
51309178234,gbb,226,99
51309206208,dfe,246,166
51309209110,bbd,191,158
51309237429,eff,49,201
51309244324,ced,28,18
51309249292,gge,205,11
51309249734,aac,14,296
51309253881,bcd,292,110
51309273781,fce,222,70
51309279152,ece,279,190
51309283098,fbf,51,60
51309285499,cga,117,272
51309302224,bgf,175,12
51309307518,bge,181,68
51309337115,gcd,257,77
51309380316,cgd,134,18
51309393700,faf,254,318
51309398586,ddf,222,309
51309407537,cdf,1,32
51309416351,dfg,96,185
51309442644,beg,198,13
51309458501,daf,291,51
51309470474,ebb,60,201
51309473328,acb,1,83
51309475898,bda,216,225
51309490797,efc,89,103
51309492105,cgb,294,255
51309501720,agg,248,182
51309508722,aed,275,35
51309524070,ddg,80,100
51309538538,bga,296,176
51309563348,dff,258,137
51309572589,dgd,75,34
51309590785,dab,233,67
51309597118,ccd,158,41
51309611370,fdg,246,247
51309633592,abe,28,183
51309640432,bed,50,60
51309672597,ggc,145,149
51309675741,caa,87,27
51309678145,egd,232,56
51309686150,cge,263,97
51309688655,geg,263,141
51309697174,bca,274,73
51309701274,cce,90,58
51309712450,gfe,141,185
51309714039,fdc,247,272
51309715533,add,249,256
51309723831,egc,157,118
51309726072,bde,29,199
51309739845,fdd,206,258
51309740511,ffg,205,118
51309742334,cfc,116,190
51309772031,bcg,59,225
51309782255,aag,68,163
51309782325,aae,233,206
51309846562,cae,207,208
51309852293,fab,7,291
51309853114,edc,133,31
51309872345,aeb,150,205
51309891239,abb,231,287
51309895481,ebf,99,178
51309925354,ecc,249,114
51309949174,faa,262,105
51309956675,bfe,270,197
51309964940,edb,171,325
51309978629,ead,57,58
51309982607,gba,270,30
51310010621,ceg,217,12
51310018035,gfe,127,159
51310024175,dca,75,21
51310043826,gae,93,234
51310048566,dea,283,312
51310063983,bac,282,178
51310068797,abf,146,70
51310073597,daa,110,180
51310085138,dgg,59,70
51310085437,cbd,11,156
51310107276,gce,119,218
51310127365,aab,102,189
51310127774,abf,121,56
51310132990,agf,45,223
51310161250,gda,21,220
51310180639,abd,275,221
51310187708,cga,220,312
51310213009,edc,158,31
51310214861,eeg,194,246
51310216681,acf,257,121
51310235585,afd,246,182
51310245919,cec,47,311
51310249531,afg,271,19
51310257521,ffe,138,270
51310274143,bbg,44,30
51310284975,fcf,273,58
51310293046,ade,266,295
51310306961,dgf,71,87
51310311599,ccc,177,229
51310356404,dfa,175,119
51310373798,eed,169,211
51310381942,cbg,262,209
51310408509,adc,137,188
51310458368,aec,197,230
51310469249,cea,130,84
51310490053,dfe,143,184
51310501473,dcc,198,166
51310542965,dgg,49,65
51310548599,dda,4,240
51310554399,adb,117,95
51310563638,fba,255,190
51310575946,eca,48,242
51310608323,aba,227,21
51310615080,bdc,164,310
51310629024,ddc,11,124
51310668993,egd,174,66
51310686172,eeb,2,277
51310700203,cfa,244,84
51310710266,daa,287,153
51310737246,dgc,22,240
51310751760,gcc,186,166
51310762106,cfe,186,280
51310767318,cbb,164,31
51310780518,cea,238,93
51310790739,dee,262,112
51310796608,aec,132,257
51310817716,gfg,33,246
51310879488,bee,150,89
51310904381,cfb,184,245
51310911036,cdd,123,24
51310929215,cfd,88,250
51310945558,dfb,88,216
51310970016,dcb,240,39
51310978899,feb,172,34
51310982808,eda,287,238
51311002785,dcg,140,101
51311018331,bbf,149,220
51311053114,dab,74,71
51311059014,fbe,80,206
51311060688,gef,291,47
51311067098,fab,175,270
51311085728,gff,115,257
51311099717,cac,135,277
51311109737,ceb,222,323
51311111853,aca,294,204
51311123745,gde,40,74
51311132190,ggd,76,18
51311133256,cdc,106,26
51311136790,dda,62,266
51311153469,eef,271,140
51311180217,abd,2,214
51311193284,gfb,134,226
51311204598,bab,70,66
51311221678,bbd,135,131
51311232929,egb,194,251
51311236996,eac,22,271
51311239410,cef,255,225
51311246503,efd,17,195
51311269695,bfa,130,14
51311290271,dga,186,74
51311292589,eab,92,188
51311295145,fae,84,24
51311313667,ece,239,220
51311317035,adg,21,118
51311320115,gdd,117,139
51311333427,gfg,203,277
51311336693,cad,212,136
51311371392,ebe,96,195
51311373435,aga,24,131
51311414623,cca,214,14
51311418155,abf,164,52
51311421490,cbb,59,25
51311433369,ccb,278,24
51311441175,afe,296,173
51311445370,aaa,57,43
51311460501,abe,136,210
51311483529,dfc,299,99
51311496513,ceb,161,377
51311540418,fdb,182,63
51311563366,bce,265,197
51311564897,deb,17,248
51311581149,ebc,126,37
51311600597,bdd,89,135
51311635426,cde,97,127
51311651405,afa,296,72
51311666973,dde,59,248
51311668338,ead,12,52
51311702644,bad,53,188
51311713841,bgc,261,94
51311715331,efb,280,19
51311742449,ffd,25,10
51311746599,cbb,226,23
51311758179,ada,268,124
51311796590,daf,188,60
51311834667,ade,274,318
51311849804,bfb,226,55
51311928714,dbe,22,153
51311929428,cff,87,268
51311948732,fcc,16,166
51311950704,dge,99,94
51311956031,acg,54,264
51311957193,aea,209,101
51311974800,ccg,170,181
51311977843,bef,282,119
51311978582,gfe,34,162
51311984708,ebd,130,137
51312009208,dcf,38,184
51312020173,efe,201,124
51312047210,eec,210,69
51312067000,bee,14,96
51312084652,cdb,294,221
51312096629,gca,260,65
51312131809,cea,212,93
51312140365,beb,240,12
51312162351,aed,111,35
51312188569,gab,176,66
51312231017,bcb,224,83
51312233125,caa,137,23
51312240099,acd,45,146
51312252067,fbg,9,172
51312277660,cef,251,184
51312312409,ece,265,189
51312321558,dge,252,78
51312321997,cfd,110,227
51312347897,fbd,117,207
51312353569,gfc,48,308
51312385583,bff,100,147
51312394089,abg,78,239
51312413466,eae,285,45
51312430487,bba,104,140
51312430731,cdb,21,240
51312444000,efe,13,145
51312458315,fcb,21,78
51312477174,bde,165,193
51312481407,bcg,168,186
51312489512,ege,170,287
51312497115,fea,62,256
51312498890,ada,262,107
51312509831,gdg,102,175
51312510896,gbd,115,167
51312534837,gde,136,61
51312558976,cgb,22,298
51312562398,fdf,6,18
51312609690,gga,123,101
51312643557,fed,196,44
51312648220,eaf,164,135
51312681951,afe,26,197
51312687512,aad,176,44
51312695546,fde,61,39
51312695654,agd,153,219
51312701413,def,107,18
51312722335,ede,45,60
51312732565,eab,167,161
51312735491,eaa,170,140
51312768370,bgc,295,99
51312813656,gde,225,68
51312822501,dea,114,299
51312844241,fee,93,26
51312879827,afc,95,204
51312888726,fcd,1,253
51312921750,dae,204,320
51312950035,agf,158,207
51312955038,fec,164,80
51313009667,dda,258,239
51313017500,gcb,230,287
51313018414,bee,267,96
51313037231,afb,243,191
51313038835,daa,50,171
51313051088,ccc,112,185
51313067314,gfd,37,257
51313150298,bcf,284,59
51313155425,fda,246,258
51313182735,efg,290,349
51313207944,dbe,233,139
51313246364,fgg,100,172
51313304812,dec,116,257
51313315888,dcf,140,195
51313319629,afg,291,22
51313320631,daf,78,65
51313323714,ecd,186,166
51313361154,bdg,255,223
51313377194,baa,227,11
51313380719,ggc,56,135
51313381274,eab,74,162
51313388439,bag,114,201
51313396131,deg,254,31
51313408416,bbb,43,219
51313413959,afb,210,156
51313456325,fdb,135,63
51313458009,abc,257,280
51313470307,eda,271,214
51313476944,cgc,125,258
51313477396,bgf,82,11
51313483956,gae,47,257
51313494163,gcf,291,287
51313502375,ggb,298,155
51313511618,bed,239,71
51313515468,bfd,131,189
51313523880,ade,26,295
51313546964,bfg,94,126
51313548126,ggf,119,161
51313553739,ggd,109,20
51313566055,gdb,120,89
51313566431,dcg,129,104
51313599416,bfb,256,48
51313603943,eed,280,234
51313619273,ceb,274,444
51313620939,fcf,143,62
51313624955,gce,179,235
51313634394,ced,179,16
51313644811,dgg,210,68
51313663324,cbb,286,27
51313663864,bdd,40,116
51313664997,fgb,186,36
51313692435,fce,267,64
51313695619,gad,294,162
51313704175,eag,200,139
51313710838,bae,110,64
51313712130,agd,123,216
51313740859,eec,275,60
51313743772,cfa,92,87
51313747475,bcb,220,79
51313788640,gda,187,233
51313793005,cbg,57,181
51313796147,fbd,81,180
51313819172,eee,181,93
51313849937,dbc,178,262
51313852691,ddf,43,361
51313874789,dcd,228,248
51313878465,aff,193,225
51313898775,agc,98,71
51313908180,bec,284,92
51313918073,bbf,257,257
51313921729,fca,12,244
51313922608,cbf,275,67
51313931753,fde,105,43
51313949122,ffc,127,102
51313955912,cea,128,105
51313968825,dcg,47,117
51313978655,abg,27,274
51314017631,egd,46,55
51314043048,dag,15,101
51314057201,acb,137,77
51314073691,fgg,89,149
51314075930,bbe,177,77
51314077943,fcg,244,154
51314102117,feg,101,211
51314106144,dgb,108,172
51314112915,ege,272,327
51314139004,cfe,155,324
51314139175,eed,171,187
51314143961,cab,92,71
51314154273,bgd,130,158
51314162629,ffc,108,95
51314194528,aaa,29,40
51314205840,efa,29,281
51314206109,fag,120,356
51314208352,agg,240,182
51314232737,ebg,250,221
51314251983,ccf,233,251
51314252333,eaf,6,140
51314293437,gee,19,245
51314294949,gdf,80,208
51314305734,gba,259,27
51314307452,bff,149,164
51314309386,agg,208,183
51314310830,egg,87,182
51314315420,edg,242,225
51314323016,afg,97,25
51314351883,dbb,53,221
51314356487,gbg,47,102
51314362034,dde,96,270
51314379171,bec,86,92
51314380589,aaa,240,43
51314389477,dee,15,97
51314405799,aed,160,33
51314409696,age,147,68
51314419125,cgf,190,69
51314444799,egb,1,245
51314476884,gbc,33,29
51314489434,gff,66,257
51314490330,aaf,106,26
51314494387,dfd,82,148
51314510811,cba,3,232
51314524770,fad,204,79
51314552385,dad,4,206
51314574682,gac,289,119
51314607688,aee,58,76
51314609207,ggg,162,169
51314613728,ega,101,155
51314614621,bcg,278,212
51314619251,fff,17,134
51314642607,bea,36,204
51314676878,ceg,275,12
51314681177,fac,22,86
51314681278,fcf,213,62
51314693704,cef,112,189
51314723131,ebg,260,218
51314726464,edd,186,7
51314729373,gec,207,127
51314738974,dgf,39,101
51314749906,ada,135,97
51314769647,ffb,204,49
51314779383,efb,246,17
51314792524,dcb,251,37
51314802366,fec,234,92
51314820910,edc,97,28
51314875464,dga,70,74
51314882746,egf,267,136
51314897214,fed,24,51
51314897844,gag,117,223
51314927566,aeg,208,149
51314958430,gea,46,64
51314969901,gcg,67,60
51314970826,ffb,248,51
51315004047,gab,218,70
51315061320,acg,250,256
51315087683,fgc,239,246
51315094171,bda,96,200
51315107283,cbc,112,30
51315117216,dfb,76,213
51315129688,cfd,156,224
51315137507,acc,118,258
51315137997,bdg,183,202
51315186756,aae,20,193
51315193335,bcb,135,63
51315196115,fda,133,263
51315215057,bcc,258,163
51315221013,gad,8,158
51315231361,gdc,204,210
51315237108,cgf,243,66
51315245061,fde,142,46
51315258140,edf,239,17
51315268243,deg,169,31
51315279733,aaf,228,21
51315279794,dfg,137,201
51315282682,dbc,120,238
51315289750,ecc,73,95
51315293166,fed,278,54
51315297230,cff,296,310
51315298340,dbd,229,228
51315307984,ffa,77,75
51315316782,fab,122,272
51315328222,efb,126,18
51315329508,ecf,117,112
51315343379,aba,155,19
51315354417,gbb,91,89
51315364465,gdg,212,194
51315387768,cef,257,168
51315390104,ddc,269,136
51315423297,ddg,101,97
51315468568,aae,260,177
51315469376,daa,145,188
51315487024,cda,246,20
51315498335,ecb,16,128
51315517133,cdg,152,56
51315551373,fcg,162,181
51315598464,gcc,277,151
51315604338,ebd,212,128
51315624033,fgd,24,34
51315626930,ccc,162,177
51315683283,ace,39,127
51315713545,ggc,163,125
51315719432,eea,265,306
51315741865,cgg,250,177
51315755455,dac,83,203
51315773880,ggg,78,155
51315779604,aag,285,192
51315794276,cag,236,315
51315801226,eca,218,249
51315807073,gac,197,115
51315814239,bfg,222,117
51315830278,cbg,3,164
51315834783,ade,144,292
51315840806,fca,63,258
51315848415,cec,13,261
51315857602,dff,138,154
51315859721,aef,165,249
51315870131,caf,54,21
51315891193,edb,144,312
51315891617,eba,32,234
51315899162,edg,113,191
51315901889,bgb,68,125
51315904405,gge,219,12
51315905714,fef,184,284
51315916220,dcd,65,233
51315929979,gbd,224,138
51315971676,baf,166,61
51315975305,caa,130,19
51315978487,fae,122,20
51315981297,beg,51,13
51315985585,gdc,13,205
51315986862,bbe,187,78
51316002642,gfa,168,266
51316017466,gbe,183,50
51316023579,faf,98,267
51316028348,agb,248,122
51316058950,ade,19,297
51316067955,eac,3,243
51316075005,fef,94,247
51316077684,afc,112,210
51316098030,faa,34,90
51316099587,gaf,38,41
51316102346,dbf,82,135
51316129641,gfa,55,316
51316137094,ceb,225,448
51316144426,bdf,170,24
51316146401,cee,53,171
51316210757,ddb,144,148
51316215795,cfc,242,153
51316231424,adc,168,178
51316233839,fge,118,66
51316302222,bdb,262,9
51316322645,abg,199,306
51316322982,ggb,8,133
51316327150,ced,7,18
51316332408,gca,89,52
51316353882,ddd,16,45
51316355773,dbg,149,151
51316359675,fga,168,296
51316378908,dgb,126,141
51316379516,ecg,278,87
51316380373,bgg,23,94
51316392924,ddb,27,140
51316403198,agd,172,254
51316403532,ffg,216,126
51316411222,adf,291,18
51316412368,egg,299,160
51316429460,fcc,258,137
51316435628,bef,166,129
51316442733,dge,48,74
51316453320,fbc,76,214
51316458834,fff,14,116
51316478603,gdb,117,72
51316479845,egd,140,64
51316487912,gcf,98,255
51316525656,cdd,231,25
51316536228,gde,93,57
51316544311,fdc,101,280
51316553307,ddb,136,159
51316562863,ceg,35,12
51316564860,cda,29,16
51316572298,bea,157,199
51316588413,cfg,78,50
51316640818,cee,290,174
51316650116,eac,244,213
51316660931,acc,161,229
51316669781,fdd,15,232
51316748415,abf,7,61
51316748675,bdg,199,181
51316768920,egf,269,141
51316803468,abe,85,201
51316809770,ead,53,50
51316861723,bfc,205,35
51316868474,dba,158,149
51316887823,fab,218,285
51316926090,ebg,206,196
51316930467,fdd,10,269
51316971806,gaa,102,35
51316992601,bee,232,107
51317005838,ebc,7,37
51317080905,dfe,196,152
51317084277,aga,239,134
51317133033,bdf,90,25
51317141928,bdd,110,92
51317153998,ece,299,202
51317156526,ddd,173,45
51317166641,bgd,195,184
51317168521,fdf,293,18
51317178067,bgb,207,113
51317193173,abc,23,260
51317194118,eaf,16,155
51317199074,eed,140,175
51317210881,ffc,262,78
51317241667,adb,23,93
51317254365,cef,222,142
51317256311,efd,149,212
51317276365,ffe,137,270
51317280484,ged,239,280
51317306217,fgf,275,16
51317333055,cca,280,12
51317341512,edf,223,18
51317352457,cfd,116,266
51317363770,bbf,290,231
51317367008,aca,209,195
51317368211,bbc,208,173
51317373955,bfg,210,94
51317389702,ccb,107,24
51317402088,cfa,27,89
51317417579,dce,10,149
51317434373,eda,9,220
51317438902,gfc,162,295
51317462699,dfa,2,136
51317472267,fag,214,341
51317479869,ccc,282,168
51317486434,cae,36,212
51317514592,eaf,131,124
51317521542,cfd,229,234
51317524286,adf,182,16
51317556915,aaa,49,36
51317561707,fbb,160,122
51317562748,cbe,215,253
51317591222,cge,37,87
51317613843,bcf,44,51
51317616045,dag,285,101
51317633281,agc,195,66
51317654044,bce,154,191
51317658371,gfb,179,228
51317681657,aab,22,183
51317682884,bga,199,156
51317683908,eab,140,165
51317708817,bfe,156,187
51317714521,geb,194,182
51317748749,aeg,200,159
51317810452,fcb,210,77
